Source,Target,Amount,LND1,LND2: c/300000.0,LND2: c/10.0
2622,7952,6531514,"[[2622, 2169, 32, 7952], 9788.46494, 208, 4, 'Success']","[[2622, 321, 445, 32, 7952], 3275.29504, 264, 5, 'Success']","[[2622, 321, 445, 32, 7952], 3275.29504, 264, 5, 'Success']"
4784,50,59682555,"[[4784, 6184, 321, 177, 50], 59744.298240000004, 242, 5, 'Success']","[[4784, 3134, 2359, 796, 48, 175, 50], 9312.831110000001, 322, 7, 'Success']","[[4784, 3134, 2359, 796, 48, 175, 50], 9312.831110000001, 322, 7, 'Success']"
6031,576,3,"[[6031, 167, 858, 576], 0.0, 110, 4, 'Success']","[[6031, 167, 858, 576], 0.0, 110, 4, 'Success']","[[6031, 167, 858, 576], 0.0, 110, 4, 'Success']"
3257,11359,44,"[[3257, 3032, 3861, 855, 11359], 0.01866, 160, 5, 'Success']","[[3257, 3032, 1927, 5829, 3681, 1139, 2232, 7042, 12325, 855, 11359], 0.01153, 394, 11, 'Success']","[[3257, 3032, 1927, 5829, 3681, 1139, 2232, 7042, 12325, 855, 11359], 0.01153, 394, 11, 'Success']"
12916,96,943,"[[12916, 12445, 547, 2, 96], 0.34894, 520, 5, 'Success']","[[12916, 12445, 547, 149, 4734, 12325, 6669, 3819, 96], 0.04719999999999999, 790, 9, 'Success']","[[12916, 12445, 547, 149, 4734, 12325, 6669, 3819, 96], 0.04719999999999999, 790, 9, 'Success']"
3306,3734,1568,"[[3306, 463, 8411, 612, 3734], 1.7876400000000001, 154, 5, 'Success']","[[3306, 463, 10113, 12325, 612, 3734], 1.78607, 194, 6, 'Success']","[[3306, 463, 10113, 12325, 612, 3734], 1.78607, 194, 6, 'Success']"
12810,5493,24215,"[[12810, 12315, 3356, 5493], 30.080889999999997, 224, 4, 'Success']","[[12810, 233, 3190, 167, 12194, 6010, 6011, 3356, 5493], 5.93369, 408, 9, 'Success']","[[12810, 233, 3190, 167, 12194, 6010, 6011, 3356, 5493], 5.93369, 408, 9, 'Success']"
9563,1672,922176,"[[9563, 445, 1875, 1672], 95.13996999999999, 224, 4, 'Success']","[[9563, 3642, 84, 1875, 1672], 3.84436, 160, 5, 'Success']","[[9563, 3642, 84, 1875, 1672], 3.84436, 160, 5, 'Success']"
531,1999,5294662,"[[531, 59, 398, 6587, 1999], 829.2472700000001, 154, 5, 'Success']","[[531, 59, 18, 11837, 623, 1999], 380.17612, 178, 6, 'Success']","[[531, 59, 18, 11837, 623, 1999], 380.17612, 178, 6, 'Success']"
3846,6764,15832113,"[[3846, 173, 2578, 3297, 6764], 43097.93142, 264, 5, 'Success']","[[3846, 173, 73, 167, 6234, 3297, 6764], 6447.238649999999, 208, 7, 'Success']","[[3846, 173, 73, 167, 6234, 3297, 6764], 6447.238649999999, 208, 7, 'Success']"
12638,9981,7,"[[12638, 609, 2223, 7218, 9981], 1e-05, 264, 5, 'Success']","[[12638, 609, 2223, 7218, 9981], 1e-05, 264, 5, 'Success']","[[12638, 609, 2223, 7218, 9981], 1e-05, 264, 5, 'Success']"
3921,6887,62,"[[3921, 233, 11257, 6886, 6887], 0.00924, 148, 5, 'Success']","[[3921, 12325, 12476, 12555, 2788, 6887], 0.00496, 194, 6, 'Success']","[[3921, 12325, 12476, 12555, 2788, 6887], 0.00496, 194, 6, 'Success']"
8405,2836,200,"[[8405, 5633, 520, 124, 2836], 0.08601, 264, 5, 'Success']","[[8405, 5633, 520, 12325, 6755, 2836], 0.0536, 298, 6, 'Success']","[[8405, 5633, 520, 12325, 6755, 2836], 0.0536, 298, 6, 'Success']"
6275,129,3286,"[[6275, 6274, 3083, 4682, 129], 9.87778, 362, 5, 'Success']","[[6275, 6274, 3642, 167, 4682, 129], 9.881079999999999, 288, 6, 'Success']","[[6275, 6274, 3642, 167, 4682, 129], 9.881079999999999, 288, 6, 'Success']"
12265,6298,42381,"[[12265, 233, 3297, 6298], 53.57268, 114, 4, 'Success']","[[12265, 233, 3190, 167, 5965, 3297, 6298], 1.17052, 328, 7, 'Success']","[[12265, 233, 3190, 167, 5965, 3297, 6298], 1.17052, 328, 7, 'Success']"
3648,3604,842332,"[[3648, 894, 48, 5938, 3604], 135.62095, 154, 5, 'Success']","[[3648, 894, 167, 321, 6228, 6221, 6029, 5938, 3604], 52.540499999999994, 304, 9, 'Success']","[[3648, 894, 167, 321, 6228, 6221, 6029, 5938, 3604], 52.540499999999994, 304, 9, 'Success']"
3231,4078,1125251,"[[3231, 56, 18, 2537, 4078], 77.51731, 160, 5, 'Success']","[[3231, 56, 175, 57, 2537, 4078], 75.39193, 156, 6, 'Success']","[[3231, 56, 175, 57, 2537, 4078], 75.39193, 156, 6, 'Success']"
886,3660,11454388,"[[886, 855, 321, 78, 3660], 2935.7028999999998, 160, 5, 'Success']","[[886, 855, 8260, 167, 56, 175, 78, 3660], 758.24668, 226, 8, 'Success']","[[886, 855, 8260, 167, 56, 175, 78, 3660], 758.24668, 226, 8, 'Success']"
5182,6310,7,"[[5182, 4822, 2537, 1999, 6310], 0.02135, 264, 5, 'Success']","[[5182, 4822, 2706, 2802, 2654, 6310], 0.02101, 304, 6, 'Success']","[[5182, 4822, 2706, 2802, 2654, 6310], 0.02101, 304, 6, 'Success']"
802,5956,38,"[[802, 801, 2537, 4842, 64, 5956], 9.15227, 194, 6, 'Success']","[[802, 801, 2680, 600, 61, 173, 64, 5956], 9.0085, 236, 8, 'Success']","[[802, 801, 2680, 600, 61, 173, 64, 5956], 9.0085, 236, 8, 'Success']"
2452,8297,340,"[[2452, 968, 48, 1002, 8297], 1.10981, 160, 5, 'Success']","[[2452, 968, 8343, 167, 8167, 48, 1002, 8297], 1.0965099999999999, 270, 8, 'Success']","[[2452, 968, 8343, 167, 8167, 48, 1002, 8297], 1.0965099999999999, 270, 8, 'Success']"
10196,6647,5496,"[[10196, 664, 2, 32, 6647], 4.748, 242, 5, 'Success']","[[10196, 664, 2, 32, 6647], 4.748, 242, 5, 'Success']","[[10196, 664, 2, 32, 6647], 4.748, 242, 5, 'Success']"
1556,6357,27652,"[[1556, 2938, 2584, 6357], 29.53778, 120, 4, 'Success']","[[1556, 3642, 167, 2584, 6357], 28.67968, 160, 5, 'Success']","[[1556, 3642, 167, 2584, 6357], 28.67968, 160, 5, 'Success']"
2540,8620,260382,"[[2540, 32, 53, 8620], 147.5099, 224, 4, 'Success']","[[2540, 2155, 11207, 4433, 12325, 53, 8620], 16.83141, 234, 7, 'Success']","[[2540, 2155, 11207, 4433, 12325, 53, 8620], 16.83141, 234, 7, 'Success']"
8152,1214,3627859,"[[8152, 167, 547, 264, 1214], 1570.86608, 530, 5, 'Success']","[[8152, 167, 9869, 12325, 11067, 3456, 264, 1214], 11.88359, 264, 8, 'Success']","[[8152, 167, 9869, 12325, 11067, 3456, 264, 1214], 11.88359, 264, 8, 'Success']"
5972,869,20553636,"[[5972, 6184, 321, 64, 869], 21710.045, 160, 5, 'Success']","[[5972, 6184, 600, 61, 175, 64, 869], 1297.63844, 196, 7, 'Success']","[[5972, 6184, 600, 61, 175, 64, 869], 1297.63844, 196, 7, 'Success']"
7471,7193,1,"[[7471, 7218, 3083, 6274, 7193], 0.0, 472, 5, 'Success']","[[7471, 7218, 3083, 6274, 7193], 0.0, 472, 5, 'Success']","[[7471, 7218, 3083, 6274, 7193], 0.0, 472, 5, 'Success']"
8786,2139,10,"[[8786, 81, 2, 2081, 2139], 0.04341, 126, 5, 'Success']","[[8786, 1139, 5868, 600, 2081, 2139], 0.030019999999999998, 194, 6, 'Success']","[[8786, 1139, 5868, 600, 2081, 2139], 0.030019999999999998, 194, 6, 'Success']"
12615,12673,141,"[[12615, 383, 167, 12673], 0.01325, 114, 4, 'Success']","[[12615, 12848, 5018, 167, 12673], 0.00874, 134, 5, 'Success']","[[12615, 12848, 5018, 167, 12673], 0.00874, 134, 5, 'Success']"
6561,566,7603,"[[6561, 321, 566], 1.7603, 184, 3, 'Success']","[[6561, 10339, 12325, 6755, 2593, 2730, 566], 1.41161, 228, 7, 'Success']","[[6561, 10339, 12325, 6755, 2593, 2730, 566], 1.41161, 228, 7, 'Success']"
7728,1093,28557,"[[7728, 6274, 36, 634, 1093], 119.32867, 400, 5, 'Success']","[[7728, 6274, 36, 634, 1093], 119.32867, 400, 5, 'Success']","[[7728, 6274, 36, 634, 1093], 119.32867, 400, 5, 'Success']"
8509,6043,594526,"[[8509, 445, 9869, 6043], 19.43032, 120, 4, 'Success']","[[8509, 321, 11837, 167, 6043], 2.18906, 128, 5, 'Success']","[[8509, 321, 11837, 167, 6043], 2.18906, 128, 5, 'Success']"
7946,5939,4205083,"[[7946, 70, 796, 445, 5939], 243.94030999999998, 160, 5, 'Success']","[[7946, 70, 177, 67, 445, 5939], 238.73493000000002, 156, 6, 'Success']","[[7946, 70, 177, 67, 445, 5939], 238.73493000000002, 156, 6, 'Success']"
12512,2189,17637580,"[[12512, 698, 321, 2189], 17657.23622, 120, 4, 'Success']","[[12512, 698, 321, 2189], 17657.23622, 120, 4, 'Success']","[[12512, 698, 321, 2189], 17657.23622, 120, 4, 'Success']"
9246,4982,5,"[[9246, 8768, 7218, 4982], 0.015, 328, 4, 'Success']","[[9246, 8768, 7218, 4982], 0.015, 328, 4, 'Success']","[[9246, 8768, 7218, 4982], 0.015, 328, 4, 'Success']"
6066,2791,28,"[[6066, 327, 167, 2791], 0.42196, 110, 4, 'Success']","[[6066, 327, 167, 2791], 0.42196, 110, 4, 'Success']","[[6066, 327, 167, 2791], 0.42196, 110, 4, 'Success']"
444,7265,307,"[[444, 233, 3642, 7218, 7265], 0.02579, 258, 5, 'Success']","[[444, 233, 600, 2654, 2, 7218, 7265], 0.00184, 316, 7, 'Success']","[[444, 233, 600, 2654, 2, 7218, 7265], 0.00184, 316, 7, 'Success']"
98,9418,3355,"[[98, 28, 855, 12325, 9418], 1.70456, 142, 5, 'Success']","[[98, 28, 855, 6876, 167, 10339, 12325, 9418], 1.05705, 246, 8, 'Success']","[[98, 28, 855, 6876, 167, 10339, 12325, 9418], 1.05705, 246, 8, 'Success']"
12194,3110,46185,"[[12194, 167, 6688, 3110], 1.09237, 110, 4, 'Success']","[[12194, 6010, 1559, 12325, 3110], 0.0, 154, 5, 'Success']","[[12194, 6010, 1559, 12325, 3110], 0.0, 154, 5, 'Success']"
8351,12953,265820,"[[8351, 32, 855, 12953], 186.83471000000003, 224, 4, 'Success']","[[8351, 32, 855, 12953], 186.83471000000003, 224, 4, 'Success']","[[8351, 32, 855, 12953], 186.83471000000003, 224, 4, 'Success']"
9563,5751,6140754,"[[9563, 12315, 55, 5751], 6481.08546, 224, 4, 'Success']","[[9563, 174, 177, 55, 5751], 339.99147, 116, 5, 'Success']","[[9563, 174, 177, 55, 5751], 339.99147, 116, 5, 'Success']"
5855,614,15231181,"[[5855, 32, 614], 7601.35932, 184, 3, 'Success']","[[5855, 445, 6419, 614], 16.23118, 120, 4, 'Success']","[[5855, 445, 6419, 614], 16.23118, 120, 4, 'Success']"
44,3999,3,"[[44, 32, 3999], 1.0015, 168, 3, 'Success']","[[44, 32, 3999], 1.0015, 168, 3, 'Success']","[[44, 32, 3999], 1.0015, 168, 3, 'Success']"
11137,10164,57,"[[11137, 11057, 3642, 10129, 10164], 0.18821000000000002, 264, 5, 'Success']","[[11137, 11057, 4822, 10113, 12768, 10164], 0.171, 408, 6, 'Success']","[[11137, 11057, 4822, 10113, 12768, 10164], 0.171, 408, 6, 'Success']"
9535,10516,609,"[[9535, 3020, 5949, 10516], 0.09135, 120, 4, 'Success']","[[9535, 4860, 7053, 12148, 12325, 10632, 10516], 0.07491, 228, 7, 'Success']","[[9535, 4860, 7053, 12148, 12325, 10632, 10516], 0.07491, 228, 7, 'Success']"
10,3618,6892,"[[10, 29, 50, 3618], 2.64285, 120, 4, 'Success']","[[10, 12325, 175, 50, 3618], 2.62906, 132, 5, 'Success']","[[10, 12325, 175, 50, 3618], 2.62906, 132, 5, 'Success']"
4592,251,21980,"[[4592, 4789, 12768, 251], 0.02198, 120, 4, 'Success']","[[4592, 4789, 12768, 251], 0.02198, 120, 4, 'Success']","[[4592, 4789, 12768, 251], 0.02198, 120, 4, 'Success']"
6640,9866,486097,"[[6640, 1930, 10621, 321, 9869, 9866], 26.8466, 199, 6, 'Success']","[[6640, 1930, 10621, 351, 18, 12415, 10777, 6147, 9866], 7.9444, 313, 9, 'Success']","[[6640, 1930, 10621, 351, 18, 12415, 10777, 6147, 9866], 7.9444, 313, 9, 'Success']"
3184,8301,5603795,,,
5855,6413,10104479,"[[5855, 321, 48, 6413], 1021.55339, 120, 4, 'Success']","[[5855, 131, 613, 614, 6413], 11.10448, 160, 5, 'Success']","[[5855, 131, 613, 614, 6413], 11.10448, 160, 5, 'Success']"
11070,4545,9,"[[11070, 11057, 4822, 3083, 4545], 0.0, 472, 5, 'Success']","[[11070, 11057, 4822, 3083, 4545], 0.0, 472, 5, 'Success']","[[11070, 11057, 4822, 3083, 4545], 0.0, 472, 5, 'Success']"
12043,247,24,"[[12043, 2633, 21, 247], 1.00077, 120, 4, 'Success']","[[12043, 2633, 21, 247], 1.00077, 120, 4, 'Success']","[[12043, 2633, 21, 247], 1.00077, 120, 4, 'Success']"
4131,12529,460,"[[4131, 3083, 11558, 2877, 12529], 2.38392, 264, 5, 'Success']","[[4131, 3083, 8557, 11178, 2877, 12529], 2.38346, 304, 6, 'Success']","[[4131, 3083, 8557, 11178, 2877, 12529], 2.38346, 304, 6, 'Success']"
143,12886,3415,"[[143, 182, 63, 12886], 20.506030000000003, 120, 4, 'Success']","[[143, 182, 63, 12886], 20.506030000000003, 120, 4, 'Success']","[[143, 182, 63, 12886], 20.506030000000003, 120, 4, 'Success']"
27,9819,13678,"[[27, 26, 12325, 855, 9819], 2.87241, 142, 5, 'Success']","[[27, 26, 12325, 855, 9819], 2.87241, 142, 5, 'Success']","[[27, 26, 12325, 855, 9819], 2.87241, 142, 5, 'Success']"
390,1767,487764,"[[390, 59, 18, 1767], 30.564860000000003, 120, 4, 'Success']","[[390, 59, 18, 1767], 30.564860000000003, 120, 4, 'Success']","[[390, 59, 18, 1767], 30.564860000000003, 120, 4, 'Success']"
1348,529,7572930,"[[1348, 723, 4792, 529], 4165.45492, 114, 4, 'Success']","[[1348, 507, 2189, 321, 1595, 529], 775.4413900000001, 304, 6, 'Success']","[[1348, 507, 2189, 321, 1595, 529], 775.4413900000001, 304, 6, 'Success']"
11935,6661,15277568,,,
9070,12221,1,"[[9070, 8768, 124, 520, 6441, 12221], 1.00646, 408, 6, 'Success']","[[9070, 8768, 10113, 12768, 3934, 9844, 520, 6441, 12221], 1.006, 528, 9, 'Success']","[[9070, 8768, 10113, 12768, 3934, 9844, 520, 6441, 12221], 1.006, 528, 9, 'Success']"
7476,10586,34,"[[7476, 7218, 10294, 10586], 0.0, 328, 4, 'Success']","[[7476, 7218, 10294, 10586], 0.0, 328, 4, 'Success']","[[7476, 7218, 10294, 10586], 0.0, 328, 4, 'Success']"
8219,5198,119,"[[8219, 233, 6009, 5198], 0.13294, 114, 4, 'Success']","[[8219, 8218, 12325, 5899, 5322, 5646, 5198], 0.012020000000000001, 332, 7, 'Success']","[[8219, 8218, 12325, 5899, 5322, 5646, 5198], 0.012020000000000001, 332, 7, 'Success']"
744,1338,8055,"[[744, 32, 1338], 5.01944, 184, 3, 'Success']","[[744, 10, 468, 9314, 12325, 4438, 609, 19, 4084, 1338], 1.1508399999999999, 316, 10, 'Success']","[[744, 10, 468, 9314, 12325, 4438, 609, 19, 4084, 1338], 1.1508399999999999, 316, 10, 'Success']"
943,689,63344,"[[943, 600, 3974, 12325, 689], 1.50675, 154, 5, 'Success']","[[943, 600, 6079, 9314, 12325, 689], 0.19003, 184, 6, 'Success']","[[943, 600, 6079, 9314, 12325, 689], 0.19003, 184, 6, 'Success']"
8595,4863,967088,"[[8595, 5307, 612, 4863], 3.93418, 120, 4, 'Success']","[[8595, 5307, 612, 4863], 3.93418, 120, 4, 'Success']","[[8595, 5307, 612, 4863], 3.93418, 120, 4, 'Success']"
8181,3501,3751222,"[[8181, 32, 12315, 3501], 5625.95364, 328, 4, 'Success']","[[8181, 32, 12315, 3501], 5625.95364, 328, 4, 'Success']","[[8181, 32, 12315, 3501], 5625.95364, 328, 4, 'Success']"
174,3190,58280991,"[[174, 175, 321, 3190], 18661.199520000002, 202, 4, 'Success']","[[174, 173, 57, 321, 3190], 9037.12421, 220, 5, 'Success']","[[174, 173, 57, 321, 3190], 9037.12421, 220, 5, 'Success']"
6762,6952,7,"[[6762, 153, 58, 6901, 6952], 1.00946, 148, 5, 'Success']","[[6762, 153, 308, 11837, 167, 2702, 3056, 6614, 6952], 1.00111, 260, 9, 'Success']","[[6762, 153, 308, 11837, 167, 2702, 3056, 6614, 6952], 1.00111, 260, 9, 'Success']"
3004,9039,53,"[[3004, 2441, 6557, 12325, 10113, 8768, 9039], 0.0, 338, 7, 'Success']","[[3004, 2441, 6557, 12325, 10113, 8768, 9039], 0.0, 338, 7, 'Success']","[[3004, 2441, 6557, 12325, 10113, 8768, 9039], 0.0, 338, 7, 'Success']"
9401,12056,859,"[[9401, 12325, 612, 12056], 1.00086, 114, 4, 'Success']","[[9401, 12325, 612, 12056], 1.00086, 114, 4, 'Success']","[[9401, 12325, 612, 12056], 1.00086, 114, 4, 'Success']"
9033,3178,1415,"[[9033, 8768, 10113, 609, 3178], 4.2464200000000005, 264, 5, 'Success']","[[9033, 8768, 8688, 609, 3178], 4.2464200000000005, 264, 5, 'Success']","[[9033, 8768, 8688, 609, 3178], 4.2464200000000005, 264, 5, 'Success']"
2160,10780,91242,"[[2160, 2, 321, 855, 10780], 19.33966, 138, 5, 'Success']","[[2160, 2, 36, 1139, 2232, 7042, 167, 8343, 6329, 10780], 11.401629999999999, 360, 10, 'Success']","[[2160, 2, 36, 1139, 2232, 7042, 167, 8343, 6329, 10780], 11.401629999999999, 360, 10, 'Success']"
485,8089,622437,"[[485, 1236, 5058, 12325, 8089], 2.62244, 154, 5, 'Success']","[[485, 1236, 3974, 8733, 6200, 12325, 8089], 1.0, 234, 7, 'Success']","[[485, 1236, 3974, 8733, 6200, 12325, 8089], 1.0, 234, 7, 'Success']"
6028,6695,1808676,"[[6028, 6020, 5289, 6695], 2199.12135, 120, 4, 'Success']","[[6028, 604, 4479, 3221, 6035, 1306, 8167, 167, 632, 6695], 21.043459999999996, 448, 10, 'Success']","[[6028, 604, 4479, 3221, 6035, 1306, 8167, 167, 632, 6695], 21.043459999999996, 448, 10, 'Success']"
81,3019,13050372,"[[81, 3930, 2597, 48, 547, 3019], 20407.185849999998, 750, 6, 'Success']","[[81, 3930, 6631, 2255, 50, 173, 3292, 3784, 547, 3019], 7376.9385600000005, 680, 10, 'Success']","[[81, 3930, 6631, 2255, 50, 173, 3292, 3784, 547, 3019], 7376.9385600000005, 680, 10, 'Success']"
5575,2016,6,"[[5575, 1139, 5868, 600, 394, 2016], 0.018139999999999996, 200, 6, 'Success']","[[5575, 1139, 2232, 7042, 12325, 5454, 609, 1812, 1922, 394, 2016], 0.00034, 394, 11, 'Success']","[[5575, 1139, 2232, 7042, 12325, 5454, 609, 1812, 1922, 394, 2016], 0.00034, 394, 11, 'Success']"
167,9773,28,"[[167, 11748, 9773], 0.00154, 80, 3, 'Success']","[[167, 13029, 12768, 4976, 9773], 0.0, 160, 5, 'Success']","[[167, 13029, 12768, 4976, 9773], 0.0, 160, 5, 'Success']"
2453,8010,308,"[[2453, 600, 6219, 1139, 8010], 0.9252400000000001, 160, 5, 'Success']","[[2453, 600, 6219, 1139, 8010], 0.9252400000000001, 160, 5, 'Success']","[[2453, 600, 6219, 1139, 8010], 0.9252400000000001, 160, 5, 'Success']"
6573,6226,2441,"[[6573, 314, 2223, 6226], 0.40721, 224, 4, 'Success']","[[6573, 314, 11837, 149, 6226], 0.00544, 346, 5, 'Success']","[[6573, 314, 11837, 149, 6226], 0.00544, 346, 5, 'Success']"
11430,2825,64770,"[[11430, 91, 36, 1139, 2825], 259.77431, 342, 5, 'Success']","[[11430, 91, 2702, 36, 1139, 2825], 202.40076, 392, 6, 'Success']","[[11430, 91, 2702, 36, 1139, 2825], 202.40076, 392, 6, 'Success']"
12966,5856,971113,"[[12966, 398, 5307, 402, 5856], 5.91334, 160, 5, 'Success']","[[12966, 398, 5307, 402, 5856], 5.91334, 160, 5, 'Success']","[[12966, 398, 5307, 402, 5856], 5.91334, 160, 5, 'Success']"
3430,12315,2397658,"[[3430, 32, 12315], 1197.43134, 184, 3, 'Success']","[[3430, 6562, 2699, 12315], 6.79532, 120, 4, 'Success']","[[3430, 6562, 2699, 12315], 6.79532, 120, 4, 'Success']"
172,10171,14626379,"[[172, 321, 445, 10171], 31.252769999999998, 120, 4, 'Success']","[[172, 321, 445, 10171], 31.252769999999998, 120, 4, 'Success']","[[172, 321, 445, 10171], 31.252769999999998, 120, 4, 'Success']"
6913,3014,1,"[[6913, 600, 3014], 0.003, 80, 3, 'Success']","[[6913, 3769, 167, 6983, 3014], 1e-05, 150, 5, 'Success']","[[6913, 3769, 167, 6983, 3014], 1e-05, 150, 5, 'Success']"
6465,2388,38,"[[6465, 609, 11178, 2388], 0.00399, 120, 4, 'Success']","[[6465, 609, 858, 4090, 12325, 4261, 2388], 8e-05, 234, 7, 'Success']","[[6465, 609, 858, 4090, 12325, 4261, 2388], 8e-05, 234, 7, 'Success']"
9239,4400,620,"[[9239, 8768, 2223, 3544, 4399, 4400], 3.40802, 304, 6, 'Success']","[[9239, 8768, 10113, 12325, 3544, 4399, 4400], 2.8792, 338, 7, 'Success']","[[9239, 8768, 10113, 12325, 3544, 4399, 4400], 2.8792, 338, 7, 'Success']"
1377,11250,2473,"[[1377, 1267, 855, 11250], 1.6182699999999999, 224, 4, 'Success']","[[1377, 600, 6010, 855, 11250], 0.50202, 160, 5, 'Success']","[[1377, 600, 6010, 855, 11250], 0.50202, 160, 5, 'Success']"
5927,4012,54708,"[[5927, 12445, 233, 4012], 102.34174, 116, 4, 'Success']","[[5927, 3647, 1139, 2232, 7042, 167, 4338, 6262, 4012], 30.16032, 310, 9, 'Success']","[[5927, 3647, 1139, 2232, 7042, 167, 4338, 6262, 4012], 30.16032, 310, 9, 'Success']"
57,4354,154976,"[[57, 29, 10, 4354], 264.76968, 120, 4, 'Success']","[[57, 11837, 12325, 10, 4354], 264.4592, 132, 5, 'Success']","[[57, 11837, 12325, 10, 4354], 264.4592, 132, 5, 'Success']"
7028,611,2144280,"[[7028, 71, 383, 398, 611], 168.36228, 160, 5, 'Success']","[[7028, 71, 173, 59, 398, 611], 123.32985, 156, 6, 'Success']","[[7028, 71, 173, 59, 398, 611], 123.32985, 156, 6, 'Success']"
577,11268,20034505,"[[577, 5855, 445, 11268], 3027.2134100000003, 120, 4, 'Success']","[[577, 5855, 445, 11268], 3027.2134100000003, 120, 4, 'Success']","[[577, 5855, 445, 11268], 3027.2134100000003, 120, 4, 'Success']"
6202,9455,4,"[[6202, 855, 11578, 609, 9455], 0.0012000000000000001, 150, 5, 'Success']","[[6202, 855, 6876, 6781, 609, 9455], 0.00042, 200, 6, 'Success']","[[6202, 855, 6876, 6781, 609, 9455], 0.00042, 200, 6, 'Success']"
3149,6316,38,"[[3149, 609, 254, 83, 6316], 0.21068, 154, 5, 'Success']","[[3149, 609, 1394, 2, 6093, 83, 6316], 0.20912000000000003, 212, 7, 'Success']","[[3149, 609, 1394, 2, 6093, 83, 6316], 0.20912000000000003, 212, 7, 'Success']"
6143,7089,466,"[[6143, 1358, 3642, 6274, 7089], 1.0699, 264, 5, 'Success']","[[6143, 1358, 2573, 2, 6274, 7089], 0.0, 282, 6, 'Success']","[[6143, 1358, 2573, 2, 6274, 7089], 0.0, 282, 6, 'Success']"
11910,10916,3570,"[[11910, 233, 2721, 6500, 10915, 10916], 4.13622, 194, 6, 'Success']","[[11910, 12148, 12325, 12533, 6500, 10915, 10916], 4.01428, 228, 7, 'Success']","[[11910, 12148, 12325, 12533, 6500, 10915, 10916], 4.01428, 228, 7, 'Success']"
6074,6405,28484,"[[6074, 21, 7946, 6405], 3.11088, 120, 4, 'Success']","[[6074, 21, 11827, 12325, 10113, 12768, 6405], 1.02848, 234, 7, 'Success']","[[6074, 21, 11827, 12325, 10113, 12768, 6405], 1.02848, 234, 7, 'Success']"
4760,12516,313795,"[[4760, 6725, 10159, 91, 12516], 355.12941000000006, 700, 5, 'Success']","[[4760, 5355, 6615, 12325, 91, 12516], 314.60911000000004, 354, 6, 'Success']","[[4760, 5355, 6615, 12325, 91, 12516], 314.60911000000004, 354, 6, 'Success']"
6443,7765,1235843,"[[6443, 612, 7011, 7765], 9.65091, 120, 4, 'Success']","[[6443, 612, 7011, 7765], 9.65091, 120, 4, 'Success']","[[6443, 612, 7011, 7765], 9.65091, 120, 4, 'Success']"
154,57,23962686,"[[154, 32, 57], 11958.38031, 178, 3, 'Success']","[[154, 32, 57], 11958.38031, 178, 3, 'Success']","[[154, 32, 57], 11958.38031, 178, 3, 'Success']"
10261,619,4,"[[10261, 7218, 2, 92, 619], 0.0124, 242, 5, 'Success']","[[10261, 7218, 8301, 4433, 12325, 619], 0.012, 298, 6, 'Success']","[[10261, 7218, 8301, 4433, 12325, 619], 0.012, 298, 6, 'Success']"
1218,11913,26,"[[1218, 634, 1424, 11913], 6.02703, 120, 4, 'Success']","[[1218, 634, 1424, 11913], 6.02703, 120, 4, 'Success']","[[1218, 634, 1424, 11913], 6.02703, 120, 4, 'Success']"
3003,13092,400,"[[3003, 18, 6641, 12390, 13092], 1.71851, 154, 5, 'Success']","[[3003, 18, 11837, 167, 12390, 13092], 1.6492, 162, 6, 'Success']","[[3003, 18, 11837, 167, 12390, 13092], 1.6492, 162, 6, 'Success']"
1761,5285,2458,"[[1761, 18, 224, 6900, 5285], 3.0073799999999995, 160, 5, 'Success']","[[1761, 18, 11837, 314, 12236, 6900, 5285], 2.08561, 322, 7, 'Success']","[[1761, 18, 11837, 314, 12236, 6900, 5285], 2.08561, 322, 7, 'Success']"
2138,6300,62435,"[[2138, 2081, 3974, 174, 6300], 26.040550000000003, 160, 5, 'Success']","[[2138, 2081, 3974, 8733, 167, 1415, 6300], 5.96232, 244, 7, 'Success']","[[2138, 2081, 3974, 8733, 167, 1415, 6300], 5.96232, 244, 7, 'Success']"
